0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4.56283663971633,-0.14912155974461871,0.3487080647984928,2.474557499405493,-3.3842973451659555,0.1275593747421328,-1.7422048289310068,0.827190793689106,-4.804472578192981,-7.089682720780286,3.7553163731961923,4.021571352342248,2.1123267178442586,-4.20997820135649,8.548532482421928,4.214279474940792,-6.332576695378244,-6.40989653992715,-1.0299603142701705,0.026204546588341572
-8.023578098763753,0.26303014644507483,-1.1383786192076482,-1.6644860272720703,-1.4242615126940745,-1.956229226840196,-0.9672513307666191,-1.7400235774734962,2.7444131082858427,2.3369655557084115,-1.6446819745920327,-0.15079272969681473,0.14526551022086667,0.8685874755287157,-2.983244549021421,-0.05263268396703222,1.7745356495646045,0.48713686934011013,-0.2333568669628344,-0.09716752904522064
-8.241841272243956,0.5654382770059472,-1.3000787518780663,-1.892510472818984,-1.5537023344553293,-1.9110277782815697,-1.2805279835571446,-3.247742680351821,2.639572774472257,0.793619413521096,-0.9961954704628881,0.9716160945368295,1.246815017265795,0.6797978428117217,-2.6637155301949393,1.2435436439910745,0.5351822437451722,0.23902818239760754,-0.7918211595318656,-1.122012011466689
1.2903929798522098,4.618794825850348,-1.927127562337896,0.10592028029235717,-3.3149796924337336,4.46204321364424,-1.5947597449713844,-4.039329614271913,1.9732213705543484,-5.236113545085941,8.374534537955153,-3.265693337462478,-0.29786695605759433,0.273676108932041,0.46812608848846116,0.44024386282553657,-0.7289682472343791,0.3250432520524392,0.8322249152258638,-1.0069843975846582
-7.931244437095281,1.261772779012139,-1.7447312159702584,-1.6003516372979156,-2.212986651015036,-1.4370469741992329,-1.2450778675455443,-2.8377505027237393,2.440154676821313,0.7289502177259487,-1.0757488276480456,0.04687113590772428,1.047503923623413,-0.03448863731447665,-2.426489407171103,0.7880298294721351,1.06982473145563,0.7926009564476751,0.16775379724468448,-0.40894667050350797
3.549085463558699,-0.8008702638801195,-4.199733352923349,3.5314455686689095,-8.215292322189281,-0.868679863456551,-2.727686757940882,-4.496356239155027,-1.4520302552772948,-4.176303808057162,-0.7227519367862725,2.2248730016156495,5.0711903775165394,-10.447519007354956,-2.7681985726457823,7.968008391449113,-5.918999261124356,-7.742358344062058,4.106791170431178,2.5235469961905466
-3.2300973022067123,0.5447335994784174,-0.006663612893532211,0.5720608527885349,0.1622706337720962,-0.45276022743514155,-0.3908944675199346,1.5027287289465414,-1.705579719013259,1.251899634796414,-1.7158010888726205,0.5838578305163126,-0.08135062783295102,-0.800871092217311,0.08519757192309103,-3.1287207558993644,0.1233758510712316,3.2702723088409567,-1.70942761643161,-0.8909967994815774
-8.090753595680741,0.8986729090449483,-1.7295401527738086,-1.6139947476401444,-2.1101988633081965,-1.7533788363814504,-1.2293295053265803,-2.591574865703142,2.198051324944448,0.8194882431412104,-1.3707726737480366,0.4374428505038481,1.0475434190860944,-0.17897775013140893,-2.1473101594917403,0.7123447399684031,0.7926150875494784,0.6518660752199732,0.18579664484345382,-0.22103302532125188
-6.126477327058264,0.564336243810495,-2.0581533558098997,-0.6542157278560041,-2.47863487838798,-1.4357006748020977,-1.2357750760864707,-3.015268882262743,2.5325565025870107,1.2480942471891772,-0.9291093736164464,0.8184276491009209,0.8306168452581649,0.20175788818355336,-2.8390595744319405,0.8300848956691401,2.302300388963248,0.4905689822765365,0.003547774844955477,-0.529165008037292
-4.133895416176057,-0.90511579922041,2.289166290870836,-0.477300424387339,-0.6174143252513223,-1.0464779795272132,1.1963902267119395,1.963854035260047,0.7732715316326462,4.560861822420713,-4.3753238776804055,-3.305274051474877,-5.748310601083418,1.915336051813205,-0.2707620565175555,-4.039838152889424,-3.003697162954762,5.71770560043173,-1.0227685735740177,8.434956880298605
-6.483445158188287,0.3448759193760672,-1.0470063648476176,-1.1224831279105776,-2.366564195567798,-1.9728537971302953,-1.423529892470334,-2.488302098943103,1.5894684435797057,0.23497266397122776,-1.2173162919948903,0.7362618904102871,1.2615801375857891,-1.3512053301900868,-1.0203022840131981,1.0045945732904313,0.9585550336888404,-0.20515077620988315,-0.32114966895424196,-0.2422290710144766
-7.254943059366096,1.072891938712321,-1.674267397580541,-1.2273772494154547,-2.221136417384845,-1.3356516892305597,-0.9886549538679595,-2.3940584238676608,1.8705641630767054,1.3316566472099116,-1.3800860340673464,0.031701936856498567,0.015245503864772164,-0.01727476972523681,-1.9268127966924797,0.5331603249431748,0.033446071137278724,1.122239377090985,0.05436909427915386,0.43761102474114466
